Time(s),Fluorescence(counts)
864.500000,29.528630
864.600000,26.332645
864.700000,-4.103882
864.800000,2.065440
864.900000,31.789803
865.000000,34.404318
865.100000,31.723820
865.200000,29.413466
865.300000,31.159027
865.400000,29.928582
865.500000,-1.285181
865.600000,-1.935332
865.700000,-5.456073
865.800000,-2.513245
865.900000,29.654463
866.000000,21.595161
866.100000,28.169254
866.200000,2.475792
866.300000,3.743977
866.400000,-1.867823
866.500000,-1.980267
866.600000,-2.444995
866.700000,-1.960001
866.800000,3.143338
866.900000,4.603236
867.000000,-5.349598
867.100000,-2.718343
867.200000,-5.874145
867.300000,59.630591
867.400000,58.251615
867.500000,30.793699
867.600000,31.706814
867.700000,1.374166
867.800000,-5.220214
867.900000,-0.359282
868.000000,-5.369112
868.100000,4.928887
868.200000,-1.345541
868.300000,25.619324
868.400000,28.086140
868.500000,30.342806
868.600000,31.919127
868.700000,33.620534
868.800000,29.908557
868.900000,-1.281445
869.000000,1.775483
869.100000,1.693406
869.200000,0.077058
869.300000,2.149814
869.400000,-2.109576
869.500000,-0.350674
869.600000,23.622699
869.700000,33.891449
869.800000,28.246994
869.900000,3.908985
870.000000,-2.246054
870.100000,0.629416
870.200000,-0.112799
870.300000,-2.082788
870.400000,31.162246
870.500000,63.554493
870.600000,65.093244
870.700000,61.952267
870.800000,56.094225
870.900000,55.507813
871.000000,33.141584
871.100000,26.733128
871.200000,31.573095
871.300000,30.127277
871.400000,33.681788
871.500000,61.255766
871.600000,29.634402
871.700000,35.910102
871.800000,32.196335
871.900000,31.391017
872.000000,27.679230
872.100000,56.287347
872.200000,58.949100
872.300000,25.231258
872.400000,28.762030
872.500000,32.131050
872.600000,32.673788
872.700000,28.702634
872.800000,38.536801
872.900000,63.549127
873.000000,29.639426
873.100000,33.153834
873.200000,27.991314
873.300000,30.491770
873.400000,88.648553
873.500000,26.095152
873.600000,31.328607
873.700000,29.713237
873.800000,29.936024
873.900000,59.649999
874.000000,57.037331
874.100000,64.496880
874.200000,60.478312
874.300000,58.931430
874.400000,55.804928
874.500000,63.942932
874.600000,2.484977
874.700000,-0.262218
874.800000,-4.118903
874.900000,4.710511
875.000000,-1.360422
875.100000,-2.280351
875.200000,29.587046
875.300000,30.860055
875.400000,29.228980
875.500000,49.573408
875.600000,60.484223
875.700000,62.503324
875.800000,27.062660
875.900000,4.417703
876.000000,2.360891
876.100000,1.142837
876.200000,-3.305520
876.300000,0.573584
876.400000,30.802003
876.500000,59.491678
876.600000,62.411701
876.700000,28.655724
876.800000,28.923267
876.900000,27.739271
877.000000,28.384910
877.100000,29.288884
877.200000,29.180762
877.300000,29.046215
877.400000,32.511855
877.500000,34.247890
877.600000,25.894476
877.700000,4.178652
877.800000,1.763900
877.900000,-2.938496
878.000000,-1.248675
878.100000,0.593176
878.200000,-5.223602
878.300000,-0.518548
878.400000,1.318560
878.500000,-2.490954
878.600000,25.302830
878.700000,30.338564
878.800000,36.367622
878.900000,-2.396588
879.000000,-2.317789
879.100000,-0.857898
879.200000,4.453004
879.300000,-5.213154
879.400000,2.053770
879.500000,-1.668264
879.600000,-1.409326
879.700000,-3.285487
879.800000,-1.001662
879.900000,26.801594
880.000000,28.118772
880.100000,22.349486
880.200000,54.544470
880.300000,60.756616
880.400000,63.533367
880.500000,69.436414
880.600000,62.520827
880.700000,58.203314
880.800000,53.796751
880.900000,61.367185
881.000000,25.390550
881.100000,27.326834
881.200000,32.406689
881.300000,30.631463
881.400000,-3.038106
881.500000,-5.369869
881.600000,30.386301
881.700000,30.756902
881.800000,34.261638
881.900000,22.273933
882.000000,30.105190
882.100000,32.501083
882.200000,28.490282
882.300000,24.961283
882.400000,26.977136
882.500000,59.863993
882.600000,28.290987
882.700000,30.663895
882.800000,33.590532
882.900000,-1.445262
883.000000,3.412138
883.100000,-0.593757
883.200000,0.770235
883.300000,-0.597622
883.400000,0.848420
883.500000,1.370400
883.600000,1.679853
883.700000,-0.235602
883.800000,19.762551
883.900000,31.541768
884.000000,23.844531
884.100000,27.934986
884.200000,22.582160
884.300000,34.851790
884.400000,31.008286
884.500000,28.779185
884.600000,34.013578
884.700000,31.353197
884.800000,30.131128
884.900000,30.943034
885.000000,58.611663
885.100000,56.039039
885.200000,62.641014
885.300000,29.545676
885.400000,-5.518536
885.500000,1.281208
885.600000,-0.118107
885.700000,4.859029
885.800000,30.565413
885.900000,26.216894
886.000000,-5.610147
886.100000,3.553441
886.200000,-0.430068
886.300000,-2.836361
886.400000,-2.397697
886.500000,3.656579
886.600000,1.177221
886.700000,3.053575
886.800000,30.497934
886.900000,27.252671
887.000000,35.122517
887.100000,28.589885
887.200000,62.176516
887.300000,93.016177
887.400000,89.782579
887.500000,86.424360
887.600000,57.729801
887.700000,91.796076
887.800000,91.366236
887.900000,63.667016
888.000000,63.183158
888.100000,56.906611
888.200000,64.096699
888.300000,26.687495
888.400000,31.550658
888.500000,37.030920
888.600000,30.704229
888.700000,24.430680
888.800000,58.789582
888.900000,96.292039
889.000000,89.146486
889.100000,93.749010
889.200000,86.898408
889.300000,88.701498
889.400000,89.121669
889.500000,65.736630
889.600000,58.851464
889.700000,54.113209
889.800000,36.915734
889.900000,90.452441
890.000000,61.734283
890.100000,54.949969
890.200000,60.544089
890.300000,29.828338
890.400000,26.872525
890.500000,1.775421
890.600000,-5.347320
890.700000,-3.147853
890.800000,3.408174
890.900000,27.595062
891.000000,-1.707256
891.100000,0.043072
891.200000,-1.342517
891.300000,1.846240
891.400000,0.301766
891.500000,-4.745846
891.600000,-2.430282
891.700000,-2.754521
891.800000,-1.615377
891.900000,0.111033
892.000000,0.694220
892.100000,-7.328206
892.200000,32.851045
892.300000,29.503518
892.400000,26.415182
892.500000,32.633593
892.600000,23.460144
892.700000,25.049969
892.800000,36.164865
892.900000,60.216571
893.000000,57.566169
893.100000,30.103660
893.200000,29.233713
893.300000,29.886003
893.400000,31.246337
893.500000,29.185115
893.600000,30.843519
893.700000,29.305629
893.800000,27.317358
893.900000,26.462011
894.000000,33.737702
894.100000,31.722953
894.200000,32.892174
894.300000,29.792544
894.400000,30.458515
894.500000,29.246667
894.600000,33.254490
894.700000,28.747737
894.800000,26.830439
894.900000,31.346623
895.000000,-0.673358
895.100000,0.533065
895.200000,1.916943
895.300000,-1.953547
895.400000,-0.872683
895.500000,-1.146891
895.600000,3.644974
895.700000,-0.172181
895.800000,30.254251
895.900000,56.316058
896.000000,61.978022
896.100000,31.070220
896.200000,27.280442
896.300000,65.555397
896.400000,60.798260
896.500000,57.916105
896.600000,59.778640
896.700000,58.681738
896.800000,64.419349
896.900000,62.587520
897.000000,61.150344
897.100000,64.939037
897.200000,56.674068
897.300000,32.116713
897.400000,31.431033
897.500000,29.098184
897.600000,59.111842
897.700000,62.559600
897.800000,62.339993
897.900000,55.523808
898.000000,65.240112
898.100000,33.219388
898.200000,28.946759
898.300000,27.417888
898.400000,33.123237
898.500000,31.281364
898.600000,31.941646
898.700000,1.505250
898.800000,3.436591
898.900000,2.361021
899.000000,-1.808157
899.100000,-1.983639
899.200000,0.861854
899.300000,6.663503
899.400000,-0.654831
899.500000,0.884157
899.600000,2.478839
899.700000,-1.462313
899.800000,32.188035
899.900000,29.837782
900.000000,33.545800
900.100000,26.962612
900.200000,36.738301
900.300000,28.859429
900.400000,31.361564
900.500000,29.812076
900.600000,56.561741
900.700000,92.297729
900.800000,89.005290
900.900000,61.375652
901.000000,27.383362
901.100000,29.019574
901.200000,28.915940
901.300000,31.451399
901.400000,30.723351
901.500000,59.270305
901.600000,28.690519
901.700000,30.745348
901.800000,30.394030
901.900000,90.187920
902.000000,95.709438
902.100000,91.457492
902.200000,95.574050
902.300000,59.593699
902.400000,59.657244
902.500000,58.286490
902.600000,30.708740
902.700000,28.826295
902.800000,28.399079
902.900000,24.102917
903.000000,34.201622
903.100000,28.654561
903.200000,34.229537
903.300000,29.516148
903.400000,61.738913
903.500000,60.028323
903.600000,31.049796
903.700000,26.778854
903.800000,33.353282
903.900000,28.705979
904.000000,2.583798
904.100000,-4.574974
904.200000,-2.456221
904.300000,0.922922
904.400000,-0.683055
904.500000,1.178703
904.600000,0.431134
904.700000,5.292483
904.800000,31.429957
904.900000,58.511150
905.000000,58.629752
905.100000,3.422114
905.200000,-4.775024
905.300000,1.487856
905.400000,-3.536800
905.500000,33.138494
905.600000,28.514384
905.700000,31.390061
905.800000,29.923203
905.900000,25.651807
906.000000,31.733125
906.100000,27.649837
906.200000,32.218259
906.300000,26.806979
906.400000,30.539447
906.500000,29.930715
906.600000,-1.993959
906.700000,33.953315
906.800000,29.914963
906.900000,-1.450356
907.000000,0.711146
907.100000,-4.551893
907.200000,7.170520
907.300000,-3.441391
907.400000,1.471342
907.500000,-0.000406
907.600000,33.357799
907.700000,30.350550
907.800000,27.902181
907.900000,24.243405
908.000000,24.477296
908.100000,29.103820
908.200000,33.929181
908.300000,24.801979
908.400000,35.366806
908.500000,33.079786
908.600000,25.773093
908.700000,26.563983
908.800000,56.866510
908.900000,60.717930
909.000000,59.651692
909.100000,29.539733
909.200000,28.306995
909.300000,30.355733
909.400000,2.332839
909.500000,-0.562880
909.600000,-2.166033
909.700000,2.798587
909.800000,-0.841505
909.900000,1.478723
910.000000,-0.476603
910.100000,3.078490
910.200000,3.523369
910.300000,3.418817
910.400000,28.168563
910.500000,58.138114
910.600000,32.445960
910.700000,29.631285
910.800000,29.722687
910.900000,27.740833
911.000000,34.054127
911.100000,2.947602
911.200000,29.469457
911.300000,27.890498
911.400000,27.757968
911.500000,30.226945
911.600000,30.987817
911.700000,-2.759481
911.800000,56.093447
911.900000,60.067301
912.000000,62.422604
912.100000,60.050391
912.200000,59.081067
912.300000,56.439447
912.400000,57.927762
912.500000,92.465243
912.600000,56.070658
912.700000,35.148729
912.800000,0.086051
912.900000,-4.927889
913.000000,31.341107
913.100000,1.182338
913.200000,-1.480903
913.300000,32.650140
913.400000,27.972951
913.500000,31.728749
913.600000,29.728726
913.700000,28.982584
913.800000,33.862610
913.900000,2.784541
914.000000,-3.488199
914.100000,0.975368
914.200000,5.515099
914.300000,3.941676
914.400000,-2.892807
914.500000,4.623521
914.600000,2.625973
914.700000,-3.309576
914.800000,0.459446
914.900000,1.269688
915.000000,-3.393813
915.100000,1.955545
915.200000,7.126811
915.300000,3.933502
915.400000,0.324070
915.500000,-1.005726
915.600000,0.823832
915.700000,26.913294
915.800000,28.406594
915.900000,23.954198
916.000000,31.143470
916.100000,-1.172430
916.200000,61.694509
916.300000,30.199946
916.400000,26.808501
916.500000,30.442667
916.600000,27.701072
916.700000,64.808063
916.800000,57.311589
916.900000,58.432107
917.000000,56.801818
917.100000,26.542220
917.200000,59.933364
917.300000,26.106988
917.400000,29.280058
917.500000,31.134090
917.600000,28.573375
917.700000,23.235797
917.800000,33.846757
917.900000,60.644906
918.000000,60.681161
918.100000,29.149535
918.200000,2.278685
918.300000,2.660276
918.400000,2.960486
918.500000,0.653026
918.600000,-4.280784
918.700000,31.062943
918.800000,0.650009
918.900000,-1.797955
919.000000,57.442710
919.100000,31.477677
919.200000,29.621337
919.300000,28.678769
919.400000,34.866634
919.500000,31.864327
919.600000,31.153595
919.700000,63.505568
919.800000,30.841692
919.900000,27.738524
920.000000,28.682343
920.100000,32.047240
920.200000,61.726213
920.300000,61.190923
920.400000,26.439162
920.500000,32.292622
920.600000,29.657798
920.700000,31.652950
920.800000,-2.637081
920.900000,5.751801
921.000000,30.596472
921.100000,28.601628
921.200000,1.793115
921.300000,32.429018
921.400000,31.757360
921.500000,26.871004
921.600000,33.283706
921.700000,28.821409
921.800000,29.807994
921.900000,23.230304
922.000000,28.464699
922.100000,28.446095
922.200000,31.209249
922.300000,28.282724
922.400000,24.993196
922.500000,30.589819
922.600000,-0.892712
922.700000,-2.326787
922.800000,0.121731
922.900000,-5.479782
923.000000,1.721107
923.100000,29.311608
923.200000,59.058401
923.300000,32.718993
923.400000,58.253419
923.500000,60.637137
923.600000,29.472907
923.700000,69.509588
923.800000,31.327234
923.900000,26.437954
924.000000,35.119247
924.100000,2.991883
924.200000,-0.001923
924.300000,-1.448502
924.400000,25.884640
924.500000,31.155673
924.600000,27.838880
924.700000,57.224733
924.800000,92.191157
924.900000,64.499932
925.000000,58.436689
925.100000,62.283478
925.200000,30.502745
925.300000,30.942864
925.400000,57.410805
925.500000,59.229912
925.600000,56.577336
925.700000,26.199747
925.800000,31.422656
925.900000,28.295254
926.000000,27.123163
926.100000,-3.759824
926.200000,-4.672219
926.300000,-5.999938
926.400000,0.202410
926.500000,21.987592
926.600000,1.284115
926.700000,1.263273
926.800000,-0.426634
926.900000,0.093434
927.000000,29.015244
927.100000,30.547193
927.200000,30.512608
927.300000,33.776734
927.400000,34.470979
927.500000,4.379366
927.600000,-2.520126
927.700000,32.146543
927.800000,31.391853
927.900000,27.927088
928.000000,27.215185
928.100000,28.744436
928.200000,26.692180
928.300000,-4.292721
928.400000,1.367562
928.500000,-0.026093
928.600000,29.958761
928.700000,32.656385
928.800000,29.288965
928.900000,32.367983
929.000000,27.660245
929.100000,27.641817
929.200000,29.919726
929.300000,66.242003
929.400000,63.734556
929.500000,33.172714
929.600000,25.763113
929.700000,30.314542
929.800000,32.342845
929.900000,36.135803
930.000000,24.828930
930.100000,32.073286
930.200000,33.073823
930.300000,31.236223
930.400000,25.830338
930.500000,30.641362
930.600000,31.168348
930.700000,30.415529
930.800000,-2.172429
930.900000,27.456230
931.000000,31.251559
931.100000,27.854258
931.200000,27.922999
931.300000,-0.534985
931.400000,0.363552
931.500000,3.000741
931.600000,-3.703343
931.700000,-3.999469
931.800000,-1.260860
931.900000,-5.514832
932.000000,1.645693
932.100000,-6.094424
932.200000,2.008728
932.300000,3.213926
932.400000,0.666324
932.500000,24.315539
932.600000,30.206166
932.700000,-2.502132
932.800000,-3.717625
932.900000,1.626981
933.000000,2.189561
933.100000,33.746353
933.200000,29.035201
933.300000,30.405693
933.400000,34.886243
933.500000,36.176329
933.600000,63.131872
933.700000,28.841183
933.800000,29.913121
933.900000,29.357066
934.000000,32.008844
934.100000,27.433277
934.200000,30.856545
934.300000,30.871978
934.400000,31.044392
934.500000,26.826253
934.600000,60.635347
934.700000,65.201928
934.800000,88.523475
934.900000,90.673844
935.000000,84.368828
935.100000,90.653911
935.200000,90.545234
935.300000,30.245247
935.400000,32.087217
935.500000,29.059312
935.600000,3.425925
935.700000,-2.752374
935.800000,4.227169
935.900000,0.535582
936.000000,-0.317005
936.100000,-4.397186
936.200000,-3.430582
936.300000,0.951332
936.400000,-2.251311
936.500000,62.884571
936.600000,60.762020
936.700000,25.624969
936.800000,32.183571
936.900000,29.413378
937.000000,29.763631
937.100000,33.034968
937.200000,25.718612
937.300000,-3.472092
937.400000,0.878850
937.500000,-5.193897
937.600000,-1.918731
937.700000,2.838391
937.800000,-0.422875
937.900000,-4.219677
938.000000,30.471206
938.100000,28.689563
938.200000,-2.202358
938.300000,10.574190
938.400000,1.629600
938.500000,-0.944969
938.600000,2.600635
938.700000,-0.966940
938.800000,-1.648086
938.900000,30.804960
939.000000,31.432994
939.100000,2.684459
939.200000,4.178523
939.300000,33.470345
939.400000,32.477840
939.500000,2.786234
939.600000,3.462833
939.700000,2.038513
939.800000,25.153135
939.900000,31.402573
940.000000,34.040872
940.100000,27.501785
940.200000,-1.265620
940.300000,29.730539
940.400000,60.481462
940.500000,58.246148
940.600000,60.083541
940.700000,61.451814
940.800000,53.881537
940.900000,60.136993
941.000000,58.765233
941.100000,54.792630
941.200000,31.606170
941.300000,30.847749
941.400000,0.408965
941.500000,1.745936
941.600000,0.878533
941.700000,27.701392
941.800000,32.084339
941.900000,32.598406
942.000000,26.658575
942.100000,32.557844
942.200000,-0.934015
942.300000,31.755371
942.400000,30.373068
942.500000,29.401444
942.600000,31.535450
942.700000,28.918721
942.800000,33.159306
942.900000,63.652925
943.000000,58.277814
943.100000,29.417656
943.200000,28.797211
943.300000,31.045715
943.400000,33.850422
943.500000,24.917851
943.600000,25.665954
943.700000,59.670590
943.800000,60.479263
943.900000,57.097897
944.000000,60.464302
944.100000,57.699517
944.200000,88.582359
944.300000,93.731884
944.400000,88.893903
944.500000,58.841433
944.600000,90.319198
944.700000,63.201090
944.800000,59.795456
944.900000,58.250105
945.000000,61.662510
945.100000,62.363647
945.200000,33.359730
945.300000,29.819063
945.400000,31.351883
945.500000,32.297838
945.600000,30.472558
945.700000,33.885599
945.800000,31.881733
945.900000,35.576484
946.000000,32.681325
946.100000,24.148371
946.200000,28.733690
946.300000,-4.924423
946.400000,28.012957
946.500000,28.815639
946.600000,32.536210
946.700000,28.611371
946.800000,34.113270
946.900000,27.925359
947.000000,29.065825
947.100000,26.212435
947.200000,94.265517
947.300000,64.667190
947.400000,59.536113
947.500000,55.490797
947.600000,59.308540
947.700000,60.629873
947.800000,58.029129
947.900000,36.986580
948.000000,35.410356
948.100000,24.688175
948.200000,26.473535
948.300000,31.311423
948.400000,-3.280073
948.500000,0.484585
948.600000,-0.031709
948.700000,-0.182218
948.800000,2.993194
948.900000,5.359360
949.000000,1.125642
949.100000,-3.698520
949.200000,30.369683
949.300000,28.185882
949.400000,35.915463
949.500000,32.018436
949.600000,31.146818
949.700000,31.888386
949.800000,40.793261
949.900000,33.696351
950.000000,28.227828
950.100000,32.820916
950.200000,34.717121
950.300000,57.499575
950.400000,60.954701
950.500000,61.191701
950.600000,56.718804
950.700000,55.835713
950.800000,57.194973
950.900000,89.787051
951.000000,91.200186
951.100000,88.835031
951.200000,95.736130
951.300000,63.023042
951.400000,61.302861
951.500000,58.653791
951.600000,60.154938
951.700000,3.250417
951.800000,32.706104
951.900000,32.673967
952.000000,29.035685
952.100000,58.378310
952.200000,55.665178
952.300000,1.533248
952.400000,-4.607649
952.500000,-0.098298
952.600000,-1.312246
952.700000,0.616248
952.800000,33.445824
952.900000,34.010426
953.000000,32.056942
953.100000,27.657335
953.200000,-0.116595
953.300000,27.329425
953.400000,27.988391
953.500000,31.398593
953.600000,57.029021
953.700000,58.588741
953.800000,56.742914
953.900000,61.927474
954.000000,58.871246
954.100000,53.304158
954.200000,64.854439
954.300000,32.993959
954.400000,23.908224
954.500000,32.158944
954.600000,34.522852
954.700000,29.395693
954.800000,30.402478
954.900000,28.999548
955.000000,31.515225
955.100000,33.055841
955.200000,26.383352
955.300000,27.838456
955.400000,30.262196
955.500000,30.888222
955.600000,31.180248
955.700000,29.380630
955.800000,27.312325
955.900000,32.914601
956.000000,26.294184
956.100000,28.482610
956.200000,30.013191
956.300000,31.415481
956.400000,29.084765
956.500000,2.219916
956.600000,3.713368
956.700000,-1.907165
956.800000,1.136342
956.900000,0.700451
957.000000,-1.060754
957.100000,54.243903
957.200000,61.025445
957.300000,31.355385
957.400000,33.225348
957.500000,-1.041302
957.600000,-2.037066
957.700000,-2.779252
957.800000,-9.029865
957.900000,-1.249082
958.000000,8.264875
958.100000,3.778519
958.200000,-3.010545
958.300000,-1.577734
958.400000,-1.596452
958.500000,4.162546
958.600000,6.640866
958.700000,30.236965
958.800000,30.758898
958.900000,61.529382
959.000000,59.920952
959.100000,30.814784
959.200000,0.113665
959.300000,1.403369
959.400000,-6.035435
959.500000,-1.468354
959.600000,26.420219
959.700000,32.041000
959.800000,57.614208
959.900000,55.276659
960.000000,84.606491
960.100000,61.320102
960.200000,57.186017
960.300000,59.558060
960.400000,64.721556
960.500000,61.098777
960.600000,58.443170
960.700000,56.448373
960.800000,61.279089
960.900000,59.587181
961.000000,61.710560
961.100000,52.824255
961.200000,3.387795
961.300000,-5.162675
961.400000,28.523582
961.500000,34.146333
961.600000,23.275877
961.700000,29.716597
961.800000,29.153034
961.900000,-0.108643
962.000000,1.046555
962.100000,0.023500
962.200000,-4.041428
962.300000,0.270817
962.400000,-0.075705
962.500000,-0.201111
962.600000,6.237862
962.700000,3.992440
962.800000,5.461947
962.900000,1.013076
963.000000,5.337126
963.100000,-2.586579
963.200000,-1.095970
963.300000,-1.758380
963.400000,-1.505323
963.500000,0.106592
963.600000,0.594900
963.700000,31.276293
963.800000,35.217601
963.900000,25.410058
964.000000,26.368526
964.100000,22.658837
964.200000,27.458971
964.300000,58.652714
964.400000,57.890265
964.500000,56.569005
964.600000,60.253387
964.700000,58.826423
964.800000,57.332594
964.900000,60.440282
965.000000,-1.732156
965.100000,33.457332
965.200000,29.497183
965.300000,58.938488
965.400000,60.773325
965.500000,23.971596
965.600000,63.629991
965.700000,62.344348
965.800000,57.610761
965.900000,56.598313
966.000000,56.960612
966.100000,55.761077
966.200000,54.901026
966.300000,55.664327
966.400000,22.050532
966.500000,28.901355
966.600000,29.582833
966.700000,33.836049
966.800000,32.954390
966.900000,27.791472
967.000000,29.250805
967.100000,63.303366
967.200000,58.648899
967.300000,60.506488
967.400000,58.177209
967.500000,30.113074
967.600000,60.246747
967.700000,58.949230
967.800000,63.194042
967.900000,57.403707
968.000000,60.342968
968.100000,35.347766
968.200000,30.931480
968.300000,27.608338
968.400000,1.040767
968.500000,7.294619
968.600000,0.116538
968.700000,2.380036
968.800000,30.015040
968.900000,30.826164
969.000000,29.765363
969.100000,26.946313
969.200000,31.122639
969.300000,26.332040
969.400000,29.064081
969.500000,35.736817
969.600000,29.786142
969.700000,27.232632
969.800000,60.725332
969.900000,58.342248
970.000000,60.329147
970.100000,26.473987
970.200000,32.342975
970.300000,30.378187
970.400000,-3.001109
970.500000,1.084075
970.600000,5.810757
970.700000,-2.382079
970.800000,32.278748
970.900000,31.259985
971.000000,31.216397
971.100000,32.707596
971.200000,29.176135
971.300000,30.464463
971.400000,30.302554
971.500000,57.440901
971.600000,91.384807
971.700000,88.921408
971.800000,65.499708
971.900000,58.485794
972.000000,56.048767
972.100000,63.371260
972.200000,57.777592
972.300000,56.370774
972.400000,31.173553
972.500000,34.008772
972.600000,32.223651
972.700000,-1.703313
972.800000,60.397924
972.900000,59.150452
973.000000,64.995451
973.100000,58.701288
973.200000,60.310520
973.300000,60.521590
973.400000,56.533514
973.500000,29.435734
973.600000,29.485000
973.700000,34.145638
973.800000,30.600865
973.900000,28.880797
974.000000,29.580729
974.100000,29.815527
974.200000,29.899983
974.300000,32.799334
974.400000,32.953483
974.500000,27.045577
974.600000,33.221884
974.700000,32.272368
974.800000,29.860470
974.900000,25.597073
975.000000,30.657213
975.100000,58.957779
975.200000,61.684574
975.300000,31.960057
975.400000,33.977794
975.500000,-3.162675
975.600000,6.436310
975.700000,32.707391
975.800000,62.164602
975.900000,65.771396
976.000000,30.976003
976.100000,33.123753
976.200000,30.532446
976.300000,32.545909
976.400000,33.508594
976.500000,33.200878
976.600000,25.488459
976.700000,58.783282
976.800000,63.540463
976.900000,61.519786
977.000000,59.877411
977.100000,61.548969
977.200000,56.715255
977.300000,32.386096
977.400000,31.141359
977.500000,0.283053
977.600000,-0.509112
977.700000,0.721119
977.800000,-0.794554
977.900000,-0.943060
978.000000,5.395508
978.100000,-4.730354
978.200000,-4.668356
978.300000,2.374426
978.400000,-3.629014
978.500000,-5.980077
978.600000,3.073637
978.700000,3.811365
978.800000,-3.892629
978.900000,-5.354185
979.000000,-3.624208
979.100000,-2.067286
979.200000,35.774503
979.300000,28.743844
979.400000,62.528980
979.500000,2.199030
979.600000,4.001314
979.700000,28.156429
979.800000,30.004111
979.900000,29.377417
980.000000,31.649324
980.100000,3.683310
980.200000,6.571229
980.300000,-1.135584
980.400000,0.460766
980.500000,2.637099
980.600000,1.872573
980.700000,35.182854
980.800000,29.714328
980.900000,58.845919
981.000000,34.167443
981.100000,30.948028
981.200000,1.659920
981.300000,-0.178528
981.400000,2.821135
981.500000,-2.555066
981.600000,-1.334335
981.700000,22.096097
981.800000,28.158416
981.900000,92.836192
982.000000,60.181024
982.100000,57.270342
982.200000,94.330814
982.300000,90.458273
982.400000,95.124316
982.500000,92.613449
982.600000,90.608315
982.700000,95.549046
982.800000,88.920368
982.900000,86.760004
983.000000,94.843050
983.100000,91.858911
983.200000,94.227050
983.300000,92.690058
983.400000,94.976716
983.500000,88.512046
983.600000,89.481028
983.700000,89.449744
983.800000,59.490524
983.900000,25.346760
984.000000,30.538534
984.100000,32.421771
984.200000,28.007313
984.300000,27.308184
984.400000,29.641669
984.500000,32.403470
984.600000,56.823087
984.700000,67.056314
984.800000,56.153366
984.900000,58.339004
985.000000,63.453690
985.100000,32.954367
985.200000,32.692057
985.300000,27.996111
985.400000,28.565759
985.500000,27.483804
985.600000,29.092807
985.700000,31.201948
985.800000,27.470213
985.900000,54.809791
986.000000,63.562337
986.100000,59.514502
986.200000,62.299584
986.300000,59.128216
986.400000,31.684357
986.500000,37.034860
986.600000,26.626756
986.700000,27.723170
986.800000,27.355046
986.900000,36.370123
987.000000,30.003680
987.100000,32.720664
987.200000,22.127078
987.300000,1.182254
987.400000,-1.023230
987.500000,4.225353
987.600000,2.036130
987.700000,28.801036
987.800000,4.799951
987.900000,5.075702
988.000000,4.578206
988.100000,2.348942
988.200000,-0.770064
988.300000,30.758338
988.400000,28.812287
988.500000,0.726671
988.600000,-1.720809
988.700000,-0.445636
988.800000,6.494373
988.900000,0.996871
989.000000,28.774755
989.100000,26.763942
989.200000,29.765600
989.300000,32.301420
989.400000,30.475783
989.500000,29.904103
989.600000,61.343012
989.700000,61.249506
989.800000,62.182811
989.900000,62.263063
990.000000,59.801897
990.100000,59.652149
990.200000,30.070717
990.300000,31.749390
990.400000,33.432369
990.500000,29.058606
990.600000,29.578366
990.700000,57.629509
990.800000,25.584433
990.900000,26.357020
991.000000,27.059687
991.100000,28.073862
991.200000,61.451138
991.300000,26.857799
991.400000,30.125189
991.500000,62.585986
991.600000,57.583216
991.700000,58.597471
991.800000,56.113258
991.900000,87.216200
992.000000,94.183891
992.100000,31.589381
992.200000,66.523394
992.300000,27.864047
992.400000,64.600646
992.500000,57.889231
992.600000,28.572503
992.700000,38.243281
992.800000,27.571503
992.900000,4.837001
993.000000,-0.018654
993.100000,-3.153175
993.200000,-4.214131
993.300000,0.393842
993.400000,-3.291916
993.500000,-0.807696
993.600000,-5.634311
993.700000,31.142823
993.800000,85.452575
993.900000,89.899978
994.000000,55.929178
994.100000,33.758519
994.200000,23.751483
994.300000,29.232695
994.400000,31.760079
994.500000,31.158835
994.600000,26.342010
994.700000,24.863590
994.800000,2.427324
994.900000,-0.287543
995.000000,-3.131356
995.100000,2.537514
995.200000,-1.603661
995.300000,28.112625
995.400000,27.485058
995.500000,-2.192954
995.600000,-2.300756
995.700000,1.070988
995.800000,4.738299
995.900000,-4.103474
996.000000,-0.935982
996.100000,-0.404797
996.200000,61.481375
996.300000,63.052980
996.400000,59.610248
996.500000,58.177397
996.600000,61.823195
996.700000,25.169014
996.800000,23.657645
996.900000,7.861078
997.000000,-2.333355
997.100000,-1.150573
997.200000,1.722375
997.300000,1.132234
997.400000,2.747290
997.500000,2.904789
997.600000,-4.235140
997.700000,3.900390
997.800000,31.625002
997.900000,31.227243
998.000000,31.361075
998.100000,23.396976
998.200000,29.464400
998.300000,57.194767
998.400000,56.762976
998.500000,58.631508
998.600000,62.571822
998.700000,60.957369
998.800000,91.408537
998.900000,58.757439
999.000000,31.225655
999.100000,29.499937
999.200000,32.944781
999.300000,32.184713
999.400000,0.577511
999.500000,-2.305497
999.600000,30.917676
999.700000,30.826389
999.800000,30.457357
999.900000,28.672090
1000.000000,28.136377
1000.100000,61.067439
1000.200000,27.527568
1000.300000,29.345665
1000.400000,31.861904
1000.500000,31.426088
1000.600000,56.630146
1000.700000,30.997847
1000.800000,66.198241
1000.900000,62.129707
1001.000000,59.279480
1001.100000,64.026053
1001.200000,66.701457
1001.300000,32.694287
1001.400000,24.909871
1001.500000,61.955305
1001.600000,34.151553
1001.700000,53.913699
1001.800000,62.917185
1001.900000,59.496797
